case_id,user_id,submitted_time,decision_time,decision,failure_reason,device_os,region
KYC004360,U007555,2024-07-30 21:20:27.607970,2024-07-31 07:30:26.562753,rejected,identity_mismatch,Web,Alexandria
KYC004361,U007556,2024-08-06 13:43:14.043468,2024-08-06 17:52:14.294748,rejected,document_quality,iOS,Cairo
KYC004362,U007557,2024-09-06 03:54:25.849605,2024-09-06 06:15:21.498132,approved,,iOS,Alexandria
KYC004363,U007559,2024-10-05 09:47:53.032144,2024-10-05 20:08:09.677447,approved,,iOS,Alexandria
KYC004364,U007560,2024-08-04 03:49:19.873778,2024-08-04 19:39:35.265296,approved,,Android,Giza
KYC004365,U007561,2024-04-22 15:06:50.891265,2024-04-26 11:45:21.505297,rejected,duplicate_account,Web,Cairo
KYC004366,U007562,2024-03-15 02:04:09.592117,2024-03-21 13:56:02.860559,approved,,Android,Sharqia
KYC004367,U007565,2024-11-20 22:41:31.870138,2024-11-26 18:17:44.125703,approved,,Web,Cairo
KYC004368,U007566,2024-04-23 02:12:43.992444,2024-04-23 14:59:45.036050,rejected,watchlist_hit,Android,Alexandria
KYC004369,U007567,2024-02-04 12:30:41.767053,2024-02-05 06:59:20.448059,approved,,iOS,Alexandria
KYC004370,U007568,2024-06-11 23:45:01.398384,2024-06-14 16:10:53.932323,approved,,Android,Cairo
KYC004371,U007569,2024-11-06 21:16:38.312565,2024-11-09 06:53:58.467661,rejected,age_restriction,Web,Sharqia
KYC004372,U007571,2024-11-07 04:54:20.651405,2024-11-08 02:17:35.532289,approved,,iOS,Cairo
KYC004373,U007572,2024-10-16 23:43:41.885095,2024-10-19 16:42:48.657133,rejected,document_quality,Android,Sharqia
KYC004374,U007573,2024-04-07 17:35:03.616642,2024-04-10 22:59:29.011020,rejected,identity_mismatch,Android,Cairo
KYC004375,U007575,2024-05-28 18:35:26.964616,2024-06-05 08:47:14.486655,approved,,Android,Giza
KYC004376,U007576,2024-02-13 17:13:39.747500,2024-02-16 20:42:00.810523,approved,,Android,Cairo
KYC004377,U007577,2024-06-30 23:46:24.317679,2024-07-03 05:10:57.167254,rejected,document_quality,Android,Cairo
KYC004378,U007579,2024-11-24 06:56:39.048674,2024-11-24 14:02:39.668020,approved,,iOS,Giza
KYC004379,U007580,2024-08-09 11:34:17.011674,2024-08-14 14:34:02.503399,approved,,Android,Sharqia
KYC004380,U007581,2024-09-12 00:52:13.875132,2024-09-16 01:31:55.501390,approved,,Android,Giza
KYC004381,U007582,2024-06-11 06:05:38.832061,2024-06-11 16:33:36.963812,rejected,document_quality,Android,Giza
KYC004382,U007585,2024-07-03 03:18:48.410359,2024-07-03 08:44:34.141365,approved,,Android,Dakahlia
KYC004383,U007587,2024-04-07 04:58:22.547749,2024-04-07 18:54:36.209172,approved,,Android,Cairo
KYC004384,U007588,2024-11-03 18:50:31.432909,2024-11-04 15:07:21.639017,rejected,age_restriction,Android,Cairo
KYC004385,U007591,2024-08-20 02:34:53.845172,2024-08-22 02:21:10.992140,approved,,iOS,Sharqia
KYC004386,U007592,2024-11-17 16:43:33.901998,2024-11-21 11:29:33.107315,rejected,watchlist_hit,iOS,Cairo
KYC004387,U007595,2024-10-16 20:12:28.401376,2024-10-20 10:10:42.105693,approved,,Android,Dakahlia
KYC004388,U007597,2024-02-06 21:11:06.085590,2024-02-13 22:19:30.772077,approved,,Web,Cairo
KYC004389,U007599,2024-05-31 16:20:07.805095,2024-06-01 05:49:50.816267,rejected,age_restriction,Android,Cairo
KYC004390,U007600,2024-08-14 05:25:27.787351,2024-08-15 12:55:29.016156,approved,,iOS,Dakahlia
KYC004391,U007601,2024-01-18 20:03:38.668611,2024-01-19 18:37:54.836421,approved,,Android,Giza
KYC004392,U007603,2024-03-10 02:49:22.699857,2024-03-13 12:40:49.933879,rejected,identity_mismatch,Android,Cairo
KYC004393,U007605,2024-01-29 07:22:28.882128,2024-01-30 20:09:39.858704,approved,,iOS,Sharqia
KYC004394,U007606,2024-03-15 18:34:32.306309,2024-03-19 02:34:58.920587,approved,,iOS,Giza
KYC004395,U007607,2024-11-24 09:10:25.988642,2024-11-24 12:38:16.385215,rejected,watchlist_hit,Android,Cairo
KYC004396,U007608,2024-09-16 15:05:53.880199,2024-09-17 10:44:54.132255,approved,,Android,Giza
KYC004397,U007610,2024-08-21 17:58:57.437372,2024-08-22 16:55:00.473393,approved,,Web,Alexandria
KYC004398,U007611,2024-04-29 05:22:42.480201,2024-04-29 14:53:14.677861,approved,,Android,Cairo
KYC004399,U007614,2024-05-29 11:12:26.250356,2024-06-01 22:32:41.296683,approved,,Android,Cairo
KYC004400,U007615,2024-04-14 10:59:26.456869,2024-04-14 21:41:31.774936,approved,,Android,Alexandria
KYC004401,U007616,2024-04-21 02:45:03.027682,2024-04-29 20:08:30.163504,rejected,watchlist_hit,Android,Giza
KYC004402,U007618,2024-09-24 09:42:17.211978,2024-09-30 08:42:06.481314,rejected,document_quality,iOS,Sharqia
KYC004403,U007621,2024-05-07 20:34:43.221834,2024-05-08 23:54:02.560620,approved,,iOS,Cairo
KYC004404,U007624,2024-07-25 06:10:04.897378,2024-07-26 03:13:15.483473,approved,,Android,Giza
KYC004405,U007626,2024-02-04 03:40:48.000684,2024-02-06 00:08:25.559324,approved,,Android,Alexandria
KYC004406,U007627,2024-08-20 09:23:00.365358,2024-08-21 19:14:14.769113,approved,,iOS,Cairo
KYC004407,U007628,2024-10-10 12:32:52.534525,2024-10-11 03:39:51.380002,approved,,iOS,Giza
KYC004408,U007629,2024-03-29 11:28:33.460777,2024-03-30 20:16:12.536796,approved,,Android,Cairo
KYC004409,U007631,2024-05-28 16:26:42.423699,2024-06-01 16:21:49.043379,rejected,document_quality,iOS,Alexandria
KYC004410,U007633,2024-07-13 16:11:47.362098,2024-07-13 19:21:30.055417,rejected,duplicate_account,iOS,Alexandria
KYC004411,U007635,2024-01-21 01:37:19.405013,2024-01-21 20:52:51.754449,approved,,Android,Cairo
KYC004412,U007636,2024-05-01 08:08:11.803413,2024-05-01 22:44:54.834822,approved,,iOS,Dakahlia
KYC004413,U007637,2024-05-16 12:55:14.412726,2024-05-17 00:39:11.700818,approved,,Android,Giza
KYC004414,U007638,2024-11-03 20:55:00.470067,2024-11-04 13:53:37.910340,approved,,iOS,Cairo
KYC004415,U007639,2024-02-28 21:05:58.757798,2024-02-28 22:33:57.661708,approved,,Android,Giza
KYC004416,U007641,2024-01-17 20:41:21.533128,2024-01-19 01:14:13.575310,approved,,iOS,Giza
KYC004417,U007642,2024-08-19 05:55:48.889751,2024-08-23 08:43:27.568744,approved,,iOS,Giza
KYC004418,U007643,2024-11-10 09:00:16.255846,2024-11-11 17:27:00.036271,approved,,iOS,Sharqia
KYC004419,U007645,2024-05-04 22:00:21.895211,2024-05-08 11:54:18.548499,rejected,watchlist_hit,Android,Alexandria
KYC004420,U007646,2024-07-02 19:50:05.354959,2024-07-03 08:29:06.341263,approved,,iOS,Giza
KYC004421,U007647,2024-10-20 20:08:10.507851,2024-10-28 22:25:09.009554,approved,,iOS,Cairo
KYC004422,U007648,2024-10-01 20:14:44.367213,2024-10-02 10:38:40.393911,approved,,Android,Dakahlia
KYC004423,U007649,2024-02-15 01:01:29.538244,2024-02-15 14:20:56.314623,approved,,Android,Cairo
KYC004424,U007650,2024-10-12 01:46:01.835327,2024-10-13 07:08:20.472213,approved,,Android,Giza
KYC004425,U007651,2024-06-19 18:45:53.560549,2024-06-28 23:51:20.374210,approved,,Android,Cairo
KYC004426,U007652,2024-09-21 20:11:37.387272,2024-09-22 02:58:59.084084,approved,,iOS,Cairo
KYC004427,U007657,2024-04-24 00:59:22.495927,2024-04-24 20:03:17.242354,approved,,Android,Alexandria
KYC004428,U007658,2024-10-28 22:28:11.141578,2024-10-30 14:36:28.006822,approved,,Android,Alexandria
KYC004429,U007659,2024-10-14 12:50:16.852656,2024-10-14 19:47:05.480670,approved,,iOS,Alexandria
KYC004430,U007660,2024-08-03 10:15:36.226825,2024-08-03 20:38:50.194009,rejected,age_restriction,Android,Alexandria
KYC004431,U007661,2024-10-23 22:28:16.986783,2024-10-28 16:45:28.775732,rejected,age_restriction,Web,Dakahlia
KYC004432,U007662,2024-09-05 21:02:40.863403,2024-09-10 08:21:30.029719,rejected,document_quality,Android,Giza
KYC004433,U007663,2024-01-12 19:42:10.591807,2024-01-13 17:43:19.377489,approved,,Android,Cairo
KYC004434,U007665,2024-08-11 07:31:32.938243,2024-08-13 16:05:41.663128,approved,,Android,Cairo
KYC004435,U007666,2024-11-07 11:18:49.090054,2024-11-07 18:24:05.378281,approved,,iOS,Sharqia
KYC004436,U007670,2024-07-22 05:35:41.459850,2024-07-22 12:11:58.217939,rejected,duplicate_account,iOS,Alexandria
KYC004437,U007674,2024-11-20 06:12:40.270526,2024-11-20 09:36:49.076773,approved,,iOS,Sharqia
KYC004438,U007675,2024-03-29 00:31:03.206226,2024-03-30 00:11:29.768845,rejected,watchlist_hit,Web,Cairo
KYC004439,U007676,2024-07-14 09:23:25.535100,2024-07-14 16:57:16.592133,rejected,document_quality,iOS,Alexandria
KYC004440,U007677,2024-08-02 07:00:03.861583,2024-08-03 13:16:44.712421,approved,,Android,Alexandria
KYC004441,U007680,2024-10-28 01:53:15.445210,2024-10-28 12:45:04.477036,approved,,Android,Cairo
KYC004442,U007683,2024-04-30 06:21:33.972074,2024-04-30 11:21:19.651402,approved,,Android,Cairo
KYC004443,U007684,2024-06-27 02:27:02.080619,2024-06-28 00:06:33.023983,rejected,watchlist_hit,Android,Alexandria
KYC004444,U007685,2024-06-16 13:55:59.753284,2024-06-16 22:52:03.749384,rejected,document_quality,iOS,Giza
KYC004445,U007686,2024-09-24 18:42:50.113741,2024-09-24 23:59:31.815936,rejected,duplicate_account,Android,Giza
KYC004446,U007688,2024-01-13 19:32:39.408850,2024-01-14 20:42:31.286978,approved,,iOS,Alexandria
KYC004447,U007690,2024-05-06 01:48:28.203969,2024-05-06 03:57:08.716394,rejected,watchlist_hit,Android,Dakahlia
KYC004448,U007691,2024-06-28 19:51:00.900607,2024-06-28 22:52:53.015476,rejected,document_quality,iOS,Giza
KYC004449,U007693,2024-03-18 00:31:04.185197,2024-03-21 08:55:06.524552,approved,,Android,Dakahlia
KYC004450,U007696,2024-02-09 10:05:42.492450,2024-02-09 22:26:38.929832,approved,,Web,Cairo
KYC004451,U007697,2024-05-07 22:55:15.402661,2024-05-09 00:26:42.140695,approved,,Android,Giza
KYC004452,U007698,2024-05-21 06:31:58.628065,2024-05-21 19:54:28.569459,rejected,duplicate_account,iOS,Sharqia
KYC004453,U007700,2024-05-22 05:43:03.840079,2024-05-30 19:00:28.160168,approved,,Android,Giza
KYC004454,U007701,2024-07-13 09:46:58.641272,2024-07-13 16:49:08.341997,approved,,Android,Sharqia
KYC004455,U007703,2024-09-14 21:43:24.739015,2024-09-18 06:11:59.667569,approved,,Android,Giza
KYC004456,U007705,2024-09-26 05:24:31.135881,2024-09-27 09:06:59.357437,rejected,identity_mismatch,Android,Alexandria
KYC004457,U007708,2024-11-09 15:50:03.372569,2024-11-10 19:15:47.515518,approved,,Android,Giza
KYC004458,U007710,2024-01-04 14:22:06.677891,2024-01-04 22:09:59.575987,approved,,iOS,Sharqia
KYC004459,U007711,2024-10-30 14:14:51.199146,2024-11-07 15:51:56.066201,approved,,Android,Alexandria
KYC004460,U007713,2024-03-24 11:51:26.255089,2024-03-24 17:37:41.483589,approved,,iOS,Cairo
KYC004461,U007714,2024-09-17 11:53:20.209229,2024-09-18 16:00:47.002539,rejected,age_restriction,Android,Cairo
KYC004462,U007715,2024-05-28 17:57:05.592933,2024-05-29 01:29:08.922900,approved,,Android,Cairo
KYC004463,U007716,2024-06-23 19:17:31.848793,2024-06-26 05:08:10.646078,approved,,Android,Cairo
KYC004464,U007717,2024-11-24 22:42:49.458406,2024-11-28 00:13:29.927707,approved,,Android,Dakahlia
KYC004465,U007720,2024-11-28 02:45:37.197578,2024-12-01 13:40:39.591982,approved,,iOS,Giza
KYC004466,U007722,2024-03-29 05:36:10.946591,2024-03-30 07:57:02.606672,approved,,iOS,Alexandria
KYC004467,U007723,2024-08-14 06:35:36.001120,2024-08-15 15:13:25.782055,approved,,Android,Cairo
KYC004468,U007727,2024-03-11 01:48:36.355096,2024-03-11 06:18:46.222273,approved,,iOS,Cairo
KYC004469,U007729,2024-06-19 05:23:18.594110,2024-06-27 00:29:44.038490,rejected,duplicate_account,Android,Cairo
KYC004470,U007736,2024-09-24 23:55:29.735832,2024-10-04 16:14:53.662203,approved,,iOS,Dakahlia
KYC004471,U007738,2024-10-01 00:18:43.888018,2024-10-02 16:20:37.847489,rejected,duplicate_account,iOS,Dakahlia
KYC004472,U007739,2024-07-08 05:34:11.504531,2024-07-08 13:54:57.429868,approved,,iOS,Cairo
KYC004473,U007740,2024-06-04 12:12:50.089651,2024-06-04 12:22:42.699965,rejected,watchlist_hit,iOS,Alexandria
KYC004474,U007741,2024-01-22 08:56:43.303605,2024-01-23 07:03:13.880546,approved,,Android,Giza
KYC004475,U007742,2024-08-28 06:04:03.093807,2024-08-31 09:45:38.563838,rejected,watchlist_hit,Android,Cairo
KYC004476,U007743,2024-06-24 17:08:54.884146,2024-06-26 04:16:11.180770,approved,,Android,Cairo
KYC004477,U007745,2024-09-07 10:31:05.698965,2024-09-09 19:10:13.536167,approved,,iOS,Giza
KYC004478,U007746,2024-11-08 08:28:14.343898,2024-11-11 18:31:42.969649,rejected,identity_mismatch,iOS,Cairo
KYC004479,U007748,2024-11-20 18:43:06.574113,2024-11-21 14:55:55.857615,rejected,age_restriction,Android,Giza
KYC004480,U007751,2024-11-23 11:23:49.650690,2024-11-24 06:24:56.562924,approved,,Android,Sharqia
KYC004481,U007753,2024-03-13 15:31:02.012951,2024-03-14 08:53:02.459448,approved,,Android,Cairo
KYC004482,U007755,2024-03-28 20:50:08.039541,2024-04-01 20:38:57.858501,approved,,iOS,Sharqia
KYC004483,U007756,2024-08-05 23:30:22.684803,2024-08-06 13:23:40.174061,approved,,Android,Cairo
KYC004484,U007758,2024-01-16 15:47:09.243932,2024-01-18 05:37:06.131192,approved,,Android,Cairo
KYC004485,U007759,2024-09-24 14:52:16.536184,2024-09-24 15:35:32.768034,rejected,age_restriction,Android,Cairo
KYC004486,U007760,2024-01-26 23:58:30.923151,2024-01-27 23:53:34.570125,approved,,Android,Giza
KYC004487,U007763,2024-06-04 23:01:24.771066,2024-06-07 19:27:06.749373,rejected,duplicate_account,iOS,Giza
KYC004488,U007764,2024-07-17 12:29:59.102696,2024-07-19 02:09:01.079823,approved,,Android,Cairo
KYC004489,U007765,2024-06-27 20:57:32.366805,2024-06-30 18:11:21.352392,approved,,Android,Alexandria
KYC004490,U007766,2024-05-06 04:34:08.854506,2024-05-09 13:32:46.203624,rejected,age_restriction,Web,Cairo
KYC004491,U007767,2024-06-25 06:59:30.310877,2024-06-27 04:58:18.623540,approved,,Android,Cairo
KYC004492,U007768,2024-05-25 08:45:36.040708,2024-05-26 22:13:10.908491,rejected,identity_mismatch,Android,Cairo
KYC004493,U007772,2024-06-21 23:55:59.516981,2024-06-29 19:07:55.151219,rejected,document_quality,iOS,Sharqia
KYC004494,U007773,2024-07-01 16:10:05.541103,2024-07-03 17:01:52.192635,approved,,Android,Cairo
KYC004495,U007774,2024-04-26 02:57:16.726094,2024-04-28 22:40:52.772353,rejected,document_quality,Android,Alexandria
KYC004496,U007775,2024-02-25 15:36:34.018154,2024-03-01 14:34:56.957247,approved,,iOS,Giza
KYC004497,U007776,2024-01-19 17:33:27.631362,2024-01-20 08:12:19.483688,rejected,watchlist_hit,Android,Sharqia
KYC004498,U007777,2024-10-15 10:08:11.241861,2024-10-19 09:13:53.751634,rejected,document_quality,iOS,Dakahlia
KYC004499,U007778,2024-06-29 13:14:24.398029,2024-07-02 19:16:59.537955,approved,,iOS,Cairo
KYC004500,U007780,2024-03-13 20:42:23.980917,2024-03-14 08:12:21.905096,approved,,Android,Cairo
KYC004501,U007782,2024-04-15 05:13:25.065280,2024-04-17 19:57:33.962316,approved,,Android,Alexandria
KYC004502,U007783,2024-04-27 12:46:47.776568,2024-04-27 19:23:51.591288,approved,,Android,Giza
KYC004503,U007784,2024-04-24 05:26:14.137407,2024-04-28 08:14:41.187598,approved,,iOS,Cairo
KYC004504,U007785,2024-08-12 17:10:05.041649,2024-08-17 02:17:01.557486,approved,,Android,Dakahlia
KYC004505,U007786,2024-04-17 10:44:56.180555,2024-04-17 19:34:34.945982,approved,,iOS,Cairo
KYC004506,U007787,2024-01-03 08:38:05.785920,2024-01-04 00:21:25.347107,approved,,iOS,Alexandria
KYC004507,U007788,2024-06-27 14:58:38.799762,2024-06-30 02:34:17.550619,approved,,iOS,Alexandria
KYC004508,U007789,2024-06-08 03:06:34.578660,2024-06-09 15:36:46.289136,approved,,iOS,Cairo
KYC004509,U007790,2024-04-09 01:55:35.592129,2024-04-09 03:12:49.317858,approved,,iOS,Giza
KYC004510,U007791,2024-09-29 11:20:20.421083,2024-10-13 10:53:23.047629,rejected,identity_mismatch,iOS,Alexandria
KYC004511,U007792,2024-07-05 03:17:49.475434,2024-07-06 13:19:55.589726,approved,,Android,Dakahlia
KYC004512,U007793,2024-04-23 12:49:41.792553,2024-04-25 11:12:57.123718,approved,,Android,Sharqia
KYC004513,U007795,2024-10-12 21:43:36.895768,2024-10-13 07:20:50.692763,rejected,duplicate_account,iOS,Alexandria
KYC004514,U007796,2024-04-03 03:48:32.856705,2024-04-05 15:12:51.641962,approved,,iOS,Alexandria
KYC004515,U007797,2024-02-25 04:21:05.325523,2024-02-28 03:09:59.690286,approved,,Android,Cairo
KYC004516,U007798,2024-01-29 01:36:32.950030,2024-01-30 11:33:05.849395,rejected,watchlist_hit,iOS,Giza
KYC004517,U007799,2024-06-06 21:28:40.131026,2024-06-08 01:58:51.134700,approved,,Android,Sharqia
KYC004518,U007800,2024-03-19 07:50:13.041220,2024-03-26 02:56:31.077833,approved,,iOS,Cairo
KYC004519,U007801,2024-06-15 02:03:26.011028,2024-06-15 09:45:19.762437,approved,,Android,Giza
KYC004520,U007804,2024-04-06 08:27:24.389628,2024-04-09 11:49:53.975653,approved,,Android,Cairo
KYC004521,U007806,2024-11-10 20:50:57.761449,2024-11-11 16:09:21.966499,rejected,identity_mismatch,Android,Cairo
KYC004522,U007807,2024-01-24 05:31:01.422111,2024-01-24 21:13:36.198770,approved,,iOS,Giza
KYC004523,U007808,2024-01-16 13:34:28.477477,2024-01-16 15:06:44.721164,rejected,document_quality,iOS,Cairo
KYC004524,U007809,2024-04-13 04:36:39.500332,2024-04-14 02:33:41.371976,approved,,Android,Cairo
KYC004525,U007810,2024-07-06 23:09:34.747797,2024-07-08 04:55:58.248917,rejected,identity_mismatch,Android,Cairo
KYC004526,U007811,2024-08-19 08:59:04.478149,2024-08-19 22:40:59.777338,approved,,Web,Alexandria
KYC004527,U007812,2024-08-30 18:52:46.235500,2024-09-01 05:55:32.950265,approved,,Android,Alexandria
KYC004528,U007813,2024-10-28 18:43:30.895095,2024-10-31 06:42:30.484789,approved,,iOS,Giza
KYC004529,U007816,2024-09-28 13:20:55.221512,2024-10-01 17:16:28.061572,approved,,Android,Giza
KYC004530,U007818,2024-08-03 03:08:51.662258,2024-08-05 07:57:40.594626,approved,,Android,Cairo
KYC004531,U007821,2024-06-04 18:50:00.427891,2024-06-06 14:54:02.511886,rejected,watchlist_hit,Android,Giza
KYC004532,U007823,2024-04-11 21:01:10.174748,2024-04-12 00:35:04.399647,approved,,iOS,Giza
KYC004533,U007824,2024-04-03 17:12:39.781710,2024-04-08 20:12:16.218871,approved,,Android,Cairo
KYC004534,U007825,2024-02-22 15:16:24.978615,2024-02-24 10:33:33.991514,approved,,Web,Giza
KYC004535,U007826,2024-06-12 05:37:37.134017,2024-06-13 20:31:47.787359,approved,,iOS,Giza
KYC004536,U007827,2024-10-30 02:30:14.077136,2024-11-10 10:52:34.799264,approved,,Android,Giza
KYC004537,U007829,2024-02-18 08:28:15.458687,2024-02-18 19:17:12.899452,approved,,Android,Giza
KYC004538,U007830,2024-07-23 07:02:20.041432,2024-07-24 20:11:50.957383,rejected,duplicate_account,Android,Cairo
KYC004539,U007831,2024-08-28 17:21:48.638362,2024-09-01 14:51:12.427883,approved,,Android,Cairo
KYC004540,U007832,2024-07-24 14:03:35.362104,2024-07-24 18:44:12.147350,approved,,Android,Giza
KYC004541,U007833,2024-03-30 23:39:15.553352,2024-03-31 19:08:18.562596,approved,,iOS,Giza
KYC004542,U007834,2024-08-14 21:28:47.273654,2024-08-17 21:50:47.023690,approved,,iOS,Cairo
KYC004543,U007835,2024-06-02 01:06:17.703594,2024-06-02 12:44:58.050211,rejected,duplicate_account,Android,Cairo
KYC004544,U007836,2024-01-19 17:45:41.257059,2024-01-19 19:58:07.236842,approved,,iOS,Cairo
KYC004545,U007837,2024-08-12 15:19:38.299533,2024-08-14 05:12:06.063798,approved,,Android,Alexandria
KYC004546,U007841,2024-06-16 13:12:37.148442,2024-06-16 20:32:35.544381,approved,,Android,Alexandria
KYC004547,U007843,2024-09-27 16:13:37.137840,2024-09-30 16:19:38.976636,approved,,iOS,Cairo
KYC004548,U007845,2024-04-13 23:52:17.160081,2024-04-14 00:51:08.553542,rejected,duplicate_account,Android,Giza
KYC004549,U007847,2024-06-05 06:04:43.698389,2024-06-07 16:08:45.048488,approved,,iOS,Cairo
KYC004550,U007848,2024-06-27 10:31:23.846965,2024-06-27 18:21:07.730936,rejected,age_restriction,Web,Sharqia
KYC004551,U007849,2024-04-13 02:24:54.023041,2024-04-14 19:15:51.928436,approved,,iOS,Cairo
KYC004552,U007853,2024-03-11 21:45:14.784747,2024-03-13 19:09:49.174543,approved,,Android,Alexandria
KYC004553,U007854,2024-09-20 06:48:55.247412,2024-09-21 09:02:29.848042,approved,,Android,Giza
KYC004554,U007859,2024-04-26 17:04:40.659873,2024-04-28 19:16:44.533509,rejected,identity_mismatch,Android,Alexandria
KYC004555,U007861,2024-05-01 09:25:37.133217,2024-05-01 15:23:44.260737,approved,,iOS,Alexandria
KYC004556,U007862,2024-08-28 13:02:21.239784,2024-08-28 18:00:36.206856,approved,,Android,Giza
KYC004557,U007864,2024-02-18 16:07:51.680381,2024-02-22 03:12:08.395663,rejected,identity_mismatch,Android,Sharqia
KYC004558,U007865,2024-04-05 03:12:59.246166,2024-04-07 16:54:00.861548,approved,,Android,Giza
KYC004559,U007869,2024-11-11 10:16:52.936719,2024-11-14 08:37:07.823725,approved,,Android,Cairo
KYC004560,U007871,2024-04-20 02:15:06.119047,2024-04-23 07:23:32.376882,approved,,Android,Cairo
KYC004561,U007872,2024-05-30 12:33:53.957097,2024-05-31 18:22:35.390569,rejected,age_restriction,Android,Cairo
KYC004562,U007873,2024-09-07 09:37:22.687736,2024-09-10 05:11:56.422808,rejected,watchlist_hit,iOS,Giza
KYC004563,U007874,2024-08-23 09:45:44.164044,2024-08-24 12:03:59.287183,approved,,Web,Cairo
KYC004564,U007876,2024-01-12 12:03:03.254107,2024-01-13 08:33:17.281847,rejected,watchlist_hit,Android,Giza
KYC004565,U007877,2024-03-02 02:28:53.909303,2024-03-02 05:48:20.616247,approved,,Android,Giza
KYC004566,U007878,2024-04-19 09:16:35.128145,2024-04-19 19:54:27.855755,approved,,iOS,Cairo
KYC004567,U007880,2024-01-06 07:53:31.697656,2024-01-09 20:13:30.373392,approved,,Android,Alexandria
KYC004568,U007881,2024-02-10 02:53:24.504074,2024-02-10 03:16:27.204843,approved,,iOS,Cairo
KYC004569,U007882,2024-08-08 10:21:10.198664,2024-08-10 04:29:31.737054,approved,,Android,Sharqia
KYC004570,U007887,2024-10-06 06:40:13.745117,2024-10-06 17:29:16.533169,approved,,iOS,Alexandria
KYC004571,U007888,2024-08-30 08:06:58.972145,2024-08-30 18:01:34.571294,approved,,Android,Alexandria
KYC004572,U007889,2024-06-05 12:31:45.776907,2024-06-07 05:02:39.501523,rejected,document_quality,Android,Sharqia
KYC004573,U007891,2024-02-02 15:24:33.238550,2024-02-03 16:04:36.899040,rejected,watchlist_hit,Android,Giza
KYC004574,U007892,2024-06-22 12:14:53.032858,2024-06-23 17:09:24.586274,approved,,Android,Giza
KYC004575,U007893,2024-01-12 22:10:35.883117,2024-01-16 17:53:18.050586,rejected,watchlist_hit,Web,Alexandria
KYC004576,U007894,2024-05-27 05:12:28.403597,2024-05-30 14:17:21.078328,approved,,iOS,Cairo
KYC004577,U007895,2024-07-27 17:06:04.877736,2024-07-28 07:19:52.186893,approved,,iOS,Cairo
KYC004578,U007897,2024-08-23 07:26:23.106025,2024-08-25 07:09:17.579336,rejected,duplicate_account,iOS,Alexandria
KYC004579,U007900,2024-10-13 01:28:47.501603,2024-10-15 13:52:15.571550,approved,,iOS,Alexandria
KYC004580,U007901,2024-05-18 01:48:31.662271,2024-05-18 21:07:11.117333,approved,,iOS,Cairo
KYC004581,U007904,2024-11-11 05:12:09.930907,2024-11-11 07:16:23.274628,approved,,iOS,Giza
KYC004582,U007905,2024-08-25 03:49:17.108266,2024-08-30 00:32:57.034759,rejected,identity_mismatch,iOS,Cairo
KYC004583,U007907,2024-08-10 02:02:22.340627,2024-08-14 19:00:16.578767,approved,,Android,Dakahlia
KYC004584,U007909,2024-10-06 12:25:01.097638,2024-10-07 02:52:52.702885,approved,,Android,Alexandria
KYC004585,U007910,2024-06-21 00:38:58.634249,2024-06-21 20:40:57.583720,approved,,Android,Cairo
KYC004586,U007912,2024-02-09 15:34:24.208870,2024-02-10 11:59:57.605949,rejected,duplicate_account,Android,Cairo
KYC004587,U007914,2024-06-12 01:03:47.897490,2024-06-12 06:01:38.363765,approved,,iOS,Giza
KYC004588,U007915,2024-10-08 20:04:10.786557,2024-10-09 01:39:41.020309,rejected,identity_mismatch,Android,Alexandria
KYC004589,U007916,2024-06-25 00:10:52.107254,2024-06-28 01:49:03.342858,rejected,identity_mismatch,Android,Giza
KYC004590,U007918,2024-04-16 14:12:53.217125,2024-04-17 07:49:47.234963,approved,,Android,Alexandria
KYC004591,U007920,2024-08-31 17:54:45.835980,2024-09-07 10:02:01.172095,approved,,Android,Sharqia
KYC004592,U007921,2024-06-01 18:14:38.185901,2024-06-02 10:55:15.139607,rejected,identity_mismatch,Android,Cairo
KYC004593,U007922,2024-10-28 17:27:40.717599,2024-10-28 18:14:44.743712,rejected,document_quality,Android,Cairo
KYC004594,U007923,2024-03-06 19:22:44.124472,2024-03-08 19:06:40.806021,approved,,iOS,Alexandria
KYC004595,U007924,2024-06-20 20:36:03.634160,2024-06-22 17:25:06.550361,approved,,Android,Giza
KYC004596,U007925,2024-11-13 08:38:28.419102,2024-11-15 09:14:50.844622,rejected,duplicate_account,iOS,Sharqia
KYC004597,U007926,2024-04-28 14:55:30.950320,2024-05-04 05:06:58.153030,approved,,Android,Alexandria
KYC004598,U007927,2024-05-06 20:38:46.051564,2024-05-13 11:14:49.318444,rejected,age_restriction,Web,Dakahlia
KYC004599,U007929,2024-03-14 06:42:17.296800,2024-03-14 22:23:52.734658,approved,,Android,Cairo
KYC004600,U007930,2024-06-06 17:59:05.452558,2024-06-08 01:43:33.949512,approved,,iOS,Dakahlia
KYC004601,U007931,2024-02-19 07:48:23.168452,2024-02-21 10:53:49.893779,approved,,iOS,Cairo
KYC004602,U007932,2024-03-24 13:17:35.637662,2024-03-26 12:36:37.156661,approved,,iOS,Cairo
KYC004603,U007934,2024-06-14 14:54:46.620189,2024-06-20 10:56:28.517489,approved,,Android,Cairo
KYC004604,U007937,2024-03-30 10:01:17.977840,2024-04-02 16:07:27.470732,approved,,Android,Alexandria
KYC004605,U007938,2024-11-12 04:19:34.326275,2024-11-14 12:26:29.656723,rejected,age_restriction,Android,Cairo
